accident_id,date,time,am_pm,location,description,autonomous_mode,vehicle_1_make,vehicle_1_model,vehicle_1_year,vehicle_1_moving,vehicle_2_make,vehicle_2_model,vehicle_2_year,vehicle_2_moving,weather_conditions,road_conditions,lighting_conditions,roadway_surface,associated_factors,impact_points,vehicle_damage,Ground_Truth
71,6/5/2023,11:39,AM,"Fremont, Alameda","On June 5, 2023, while in supervised (“Drivered”) autonomous mode, a Pony.ai AV was rear-ended twice by a passenger vehicle at the intersection of Warren Ave and Kato Road in Fremont, CA. The Pony.ai AV was stopped at a red stop light when the passenger vehicle directly behind the Pony.ai AV proceeded to rear-end the Pony.ai AV two times in quick succession. The Pony.ai safety operator disengaged the Pony.ai AV from autonomous mode, and,  concerned for his own safety, immediately drove the vehicle back to the Pony.ai Fremont office (a distance of approximately 1 mile). The passenger vehicle which had rear-ended the Pony.ai AV followed  the Pony.ai AV back to Pony.ai’s Fremont office. After a brief interaction during which the driver of the passenger vehicle threatened Pony.ai employees, the passenger vehicle and driver drove away. The Fremont police took a report about the incident. There were no injuries reported.",Yes,Hyundai,Kona EV,2021,No,,Honda Accord,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_k,rear_bumper,MINOR,
72,5/21/2023,10:56,AM,"San Francisco, San Francisco","On May 21, 2023 at 10:56 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a small dog on Toland Street at Toland Place.The Waymo AV was traveling southwest on Toland Street when a small dog ran into the street in front of the Waymo AV. The Waymo AV then made contact with the dog, which did not survive. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage.",Yes,Jaguar,I-Pace,2021,Yes,,,,No,weather_b_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,left_front_corner_2,MINOR,
73,5/21/2023,9:24,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling eastbound on Folsom Street between 8th Street and Langton Street. As the Cruise AV approached the intersection with Langton Street, the Cruise AV traveled over a pothole, which blew out the front driver side tire and caused the Cruise AV to veer into the adjacent parking lane. Shortly thereafter, the Cruise AV made contact with a parked Subaru Impreza, causing damage to the Cruise AV’s front passenger side quarter panel, front passenger side fascia, front driver side tire and rear passenger side quarter panel. Police and Emergency Medical Services were called and the Cruise AV was towed from the scene. The passenger of the Cruise AV was assessed by medical personnel at the scene but was not transported by Emergency Medical Services.",Yes,Cruise,AV,2022,Yes,,Impreza,2007,No,"weather_a_1, weather_a_2","road_conditions_h_2, road_conditions_a_1","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"front_driver_side_3, right_front_corner_2, right_front_corner_3, front_passenger_side_4, right_rear_3",MINOR,
74,5/18/2023,4:00,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was parked in a parking space in a Costco garage facility. As the Cruise AV operator was reversing out of the parking space, the Cruise AV made contact with a cement pillar, damaging the front driver side radar assembly of the Cruise AV. There were no reported injuries.",No,Cruise,AV,2023,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_c_1,roadway_a_1,Not specified,front_driver_side_3,MAJOR,
75,5/20/2023,10:49,AM,"San Francisco, San Francisco","A Zoox vehicle in manual mode was stopped northbound at the intersection of Montgomery St and Broadway at a red traffic light when another vehicle making a left turn from westbound Broadway onto southbound Montgomery St erratically veered toward the Zoox vehicle, resulting in a low speed collision with our front bumper. The driver initially stopped and partially opened the drivers door, but then drove away from the scene. Police were not called and no injuries were reported.",No,Toyota,Highlander,2017,No,,,,Yes,"weather_c_1, weather_c_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_b_1, roadway_b_2",Not specified,left_front_corner_3,MINOR,
76,5/17/2023,11:40,AM,"San Francisco, San Francisco","A Zoox vehicle in autonomous mode was traveling north on Harrison St. The Zoox vehicle began coming to a gradual stop for traffic ahead when it was rear ended by vehicle 2 at low speed. There was minor damage and police were not called. The Zoox operator reported a ""sore neck and back.""",Yes,Toyota,Highlander,2017,Yes,,BMW 2017 X3,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
77,5/11/2023,4:55,AM,"Santa Clara, Santa Clara","On May 11th, a test vehicle operating in manual driving mode was traveling Eastbound on Our Lady’s Way in Santa Clara and stopped in traffic behind a stop sign at the intersection with Great America Parkway.  A Volkswagen Jetta failed to stop and struck the rear of the test vehicle.  No injuries were reported and law enforcement was not called to the scene.  Both vehicles sustained minor damage.",No,Lexus,RX 450h,2016,No,,Volkswagen Jetta,2019,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_k,"left_rear_1, rear_bumper",MINOR,
78,5/7/2023,3:29,AM,"San Francisco, San Francisco","On May 7, 2023 at 3:27 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a cyclist on Bay Street near Mason Street. The Waymo AV was traveling westbound in the left lane on Bay Street and had just passed Mason Street when it detected an oncoming pickup truck traveling eastbound in the Waymo AV’s lane. The Waymo AV stopped and the pickup truck re-entered the correct lane for eastbound traffic and passed the Waymo AV. The pickup truck was immediately followed by a large group of cyclists traveling eastbound in multiple lanes of the roadway, including the right lanes and on the wrong side of the double-yellow centerline. The Waymo AV remained stopped as the oncoming cyclists rode around both sides of the Waymo AV. One cyclist then made contact with the front of the stationary Waymo AV, and then immediately left the scene. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.",Yes,Jaguar,I-Pace,2021,No,,,,No,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,front_bumper,MINOR,
79,5/6/2023,8:48,AM,"San Francisco, San Francisco","On May 6, 2023 at 8:48 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on Post Street at Webster Street.While traveling west on Post Street, the Waymo AV was executing a pullover maneuver in autonomous mode and made contact with the left rear bumper of a parked vehicle. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.",Yes,Jaguar,I-Pace,2021,Yes,,Honda Civic,2021,No,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,right_front_corner_3,MINOR,
80,5/7/2023,5:03,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in manual mode, was traveling northbound on Polk Street between Pine Street and California Street. As the Cruise AV was passing through the intersection with California Street on a green light, a stand-up scooterist traveling eastbound on California Street entered the intersection on a red light and shortly thereafter made contact with the Cruise AV, damaging the Cruise AV’s front and rear driver side doors, front driver side radar assembly and rear driver side door handle. The scooterist left the scene without exchanging information. There were no reported injuries.",No,Cruise,AV,2022,Yes,,Scooter,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"front_driver_side_3, front_driver_side_1, left_rear_passenger_1, left_rear_passenger_3",UNK,
81,5/3/2023,4:38,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was departing from the Three Embarcadero Center garage facility. As the Cruise AV was leaving the garage, the garage gate began to lower and made contact with the Cruise AV, damaging the roof Lidar assembly. There were no reported injuries.",No,Cruise,AV,2022,Yes,,,,No,weather_c_1,road_conditions_h_1,lighting_c_1,roadway_b_1,Not specified,"front_passenger_side_1, right_rear_passenger_3, left_rear_passenger_4, front_driver_side_2",MAJOR,
82,5/3/2023,10:32,AM,"San Francisco, San Francisco","On May 3, 2023 at 10:32 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Pine Street near Broderick Street.The Waymo AV was traveling in autonomous mode in the middle lane on westbound Pine Street between Divisadero Street and Broderick Street. A slower traveling van in the left adjacent lane began to initiate a right lane change in front of the Waymo AV, and the Waymo AV test driver transitioned to manual mode and braked. The SUV traveling behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV and SUV sustained damage.",No,Jaguar,I-Pace,2021,Yes,,Honda CR-V EX,2007,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"rear_bumper, right_rear_1",UNK,
83,5/4/2023,9:32,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling northbound on Franklin Street between Clay Street and Sacramento Street. As the Cruise AV passed through the intersection with Sacramento Street, a scooterist approaching from the rear merged into the Cruise AV's lane behind the Cruise AV. The Cruise AV began to brake, and the scooterist made contact with the rear window and rear bumper of the Cruise AV. This caused damage to the rear window, rear bumper and driver side rear headlight of the Cruise AV. The parties exchanged information. There were no injuries reported at the scene and police were not called. The scooterist later reported injuries.",Yes,Cruise,AV,2023,Yes,,Vespa,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper, left_rear_3, right_rear_2",MINOR,
84,5/1/2023,2:44,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a red light on 36th Avenue at the intersection with Lincoln Way. The Cruise AV began to make a left turn onto Lincoln Way after the light turned green. While the Cruise AV was in the intersection completing the turn, the Cruise AV operator disengaged from autonomous into manual mode. After the disengagement, the Cruise AV operator continued straight forward, and shortly thereafter, made contact with the right curb and concrete guardrail on Lincoln Way. This caused damage to the Cruise AV’s front passenger side bumper and front passenger side fascia. The Cruise AV operator reported injuries and the Cruise AV was towed from the incident.",No,Cruise,AV,2022,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_c_1,roadway_a_1,Not specified,"right_front_corner_2, right_front_corner_3",MINOR,
85,5/1/2023,11:41,AM,"San Francisco, San Francisco","On Monday May 1st at 11:41am a Weride autonomous vehicle (Vehicle 1) was in Autonomous Mode stopped at the intersection of Bay St towards Columbus Ave appropriately yielding to a illegally U turning skateboard on Bay St North to South direction in front of the AV (Vehicle 1). While yielding, a bicyclist was coming from behind our AV (Vehicle 1) head was turned left possibly looking for cross traffic. When the cyclist turned his head forward, it was too late to react in time to our stopped vehicle(Vehicle 1) with the given distance and speed they were traveling at in which the cyclist collided with our vehicle (Vehicle 1). Our Weride safety officer immediately disengaged and hand signaled to the bicyclist to pull over to the closest safe place to park as to not obstruct traffic. As our safety officer parked and got out of the car to check on the bicyclist, the bicyclist was already on in motion on his bicycle and ""fist bumped"" our safety officer while passing by him and leaving the scene without exchanging any information. ",Yes,NISSAN,LEAF,2023,No,,,,No,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2","other_a_no, other_c, other_h_no",rear_bumper,MINOR,
86,4/30/2023,1:53,AM,"San Francisco, San Francisco","On April 30, 2023 at 1:53 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Oak Street at Octavia Boulevard. While the Waymo AV was parked at the right side curb of the road on Oak Street, an SUV that was passing the parked Waymo AV in the rightmost lane made contact with the rear driver’s side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV did not sustain damage, while the SUV sustained damage.",Yes,Jaguar,I-Pace ,2021,No,,Nissan Kicks ,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,
87,4/28/2023,5:29,AM,"San Francisco, San Francisco","The Waymo AV was traveling east on 25th Street between Sanchez Street and Vicksburg Street when it approached an SUV that was stopped in the lane in front of the Waymo AV. The Waymo AV began passing the stopped SUV on the left when the SUV began reversing in the lane. The Waymo AV then stopped behind and to the left of the SUV, and the SUV continued reversing and began a turning maneuver to enter a parking space. The left side of the SUV made contact with the front right corner of the Waymo AV. At the time of the impact, the Waymo AV was stopped and the AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.",Yes,Jaguar,I-Pace,2021,No,,Toyota RAV4,2020,Yes,"weather_a_1, weather_a_2",Not specified,"lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_front_corner_2,MINOR,
88,4/26/2023,3:00,AM,"SANTA CLARA, SANTA CLARA",The Mercedes-Benz was leaving the off-ramp of EB Central Expressway and approached the merge at NB San Thomas Expressway. The driver yielded to cross traffic at the merge when the Porsche Cayenne vehicle rear-ended the Mercedes-Benz.,No,MERCEDES-BENZ,S450 4MATIC,2021,No,,PORSCHE CAYENNE,,Yes,Not specified,"road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2",roadway_a_1,Not specified,"rear_bumper, right_rear_1",MINOR,
89,4/21/2023,8:13,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was at a complete stop in response to a red light in the rightmost lane on westbound Geary Boulevard at the intersection with Larkin Street. While the Cruise AV was fully stopped, a Mercedes SUV exited a parking lot onto westbound Geary Boulevard, pulled behind and to the left of the Cruise AV, and made contact with the left side of the Cruise AV, causing damage to the Cruise AV’s rear driver side door and rear driver side wheel well. The parties exchanged information. The Cruise AV operator in the Cruise AV later reported head, shoulder and back injuries.",No,Cruise,AV,2023,No,,SUV,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_2, left_rear_passenger_1, left_rear_passenger_3",UNK,
90,4/22/2023,9:59,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on 10th Street at the intersection with Division Street. The Cruise AV began to make a right turn onto Division Street after the light turned green  before yielding to a pedestrian in the crosswalk. Shortly thereafter, a silver Infiniti Sedan traveling behind the Cruise AV made contact with the Cruise AV’s rear bumper, causing damage to the Cruise AV’s rear fascia. The driver of the Infiniti Sedan left the scene without exchanging information. There were no reported injuries.",Yes,Cruise,AV,2022,Yes,,Sedan,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper, right_rear_1",UNK,
91,4/12/2023,5:29,AM,"Santa Monica, Los Angeles","On April 12, 2023 at 5:29 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in Santa Monica, California was in a collision involving an SUV on Wilshire Boulevard at 26th Street. The Waymo AV was traveling southwest on Wilshire Boulevard in the rightmost lane as it was approaching the intersection with 26th Street. The signal for traffic proceeding southwest on Wilshire Boulevard was red as the Waymo AV approached the intersection and came to a stop. The signal for traffic proceeding southwest on Wilshire Boulevard then turned green, and traffic in adjacent lanes began moving while the Waymo AV waited for traffic in its lane to begin to move.The SUV that had been stopped directly behind the Waymo AV began moving forward and the front of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo sustained damage.",Yes,Jaguar,I-Pace,2021,No,,Land Rover Range Rover,2021,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
92,4/11/2023,10:54,AM,"San Francisco, San Francisco",A Zoox vehicle in manual mode was traveling eastbound on Lombard St. towards Leavenworth St. following a sharp curve in the road when it made contact with a concrete abutment on the right. There were no injuries and police were not called. Autonomy was not engaged at any point during the drive cycle proceeding the event. ,No,Toyota,Highlander,2017,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,"right_rear_passenger_2, right_rear_passenger_4, front_passenger_side_2",MINOR,
93,4/12/2023,8:13,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling westbound on Turk Street Street between Webster Street and Laguna Street. The Cruise AV came to a complete stop for a double-parked Sedan in the leftmost lane. The Cruise AV began to maneuver around and to the right of the Sedan when the Sedan reversed into the Cruise AV, damaging the Cruise AV’s front driver side bumper. The driver of the Sedan left the scene without exchanging information. There were no reported injuries.",Yes,Cruise,AV,2023,No,,Sedan,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_front_corner_3, left_front_corner_1",MINOR,
94,4/9/2023,4:45,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling southbound on 25th Avenue between Clement Street and Geary Boulevard. The Cruise AV entered the intersection with Geary Boulevard on a green light. As the Cruise AV was passing through the intersection, a black Volkswagen Hatchback traveling westbound on Geary Boulevard entered the intersection on a red light and shortly thereafter made contact with the Cruise AV, damaging the driver side doors of the Cruise AV. The driver of the Volkswagen Hatchback left the scene without exchanging information. Police were called to the scene. There were no reported injuries and the Cruise AV was towed from the scene.",Yes,Cruise,AV,2023,Yes,,Hatchback,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"front_driver_side_3, front_driver_side_1, left_rear_passenger_1, left_rear_passenger_3",UNK,
95,4/11/2023,11:19,AM,"San Francisco, San Francisco","A Zoox vehicle in autonomy was proceeding northbound on Kearny Street in stop-and-go traffic through an active construction zone. At the same time, an e-scooter traveling near the right curb was passing other slow traffic behind the Zoox vehicle. Before the e-scooter could also pass the Zoox vehicle on the right, the e-scooter weaved away from the curb, seemingly to avoid a drainage grate, and came within a close following distance behind the Zoox vehicle. As the Zoox vehicle came to a stop again for traffic ahead the e-scooter rider did not stop, and the e-scooter made contact with the right rear tail light of the Zoox vehicle. The e-scooter rider remained upright, did not stop to exchange information, and immediately rode off while the Zoox vehicle was still stopped. There were no injuries and police were not called. The damage to the Zoox vehicle was limited to a cracked tail light lens.",Yes,Toyota,Highlander,2017,No,,,,Yes,"weather_a_1, weather_a_2","road_conditions_d_1, road_conditions_d_2, road_conditions_e_1, road_conditions_e_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_d,right_rear_1,MINOR,
96,4/6/2023,10:48,AM,"San Francisco, San Francisco","On April 6, 2023 at 10:48 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a heavy truck on Randall Street near Harper Street. The Waymo AV was proceeding northwest on Randall Street near the intersection with Harper Street when it came to a stop to yield to a heavy truck traveling southeast on Randall Street. As the heavy truck drove past the Waymo AV, the driver’s side section of the heavy truck made contact with the rear driver’s side sensor of the Waymo AV. The heavy truck then left the scene. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.",Yes,Jaguar,I-Pace,2021,No,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_2,MINOR,
97,4/5/2023,10:46,AM,"San Francisco, San Francisco","On April 5, 2023 at 10:46 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Potrero Avenue at 21st Street.The Waymo AV was traveling southbound on Potrero Avenue in the leftmost lane as it was approaching the intersection with 21st Street. The signal for traffic proceeding south on Potrero Avenue was green for the Waymo AV as it approached the intersection. As the Waymo AV approached, an individual riding a motorized scooter traveling north on Potrero Avenue proceeded to turn left onto westbound 21st Street, across the paths of the Waymo AV and other oncoming vehicles. The Waymo AV began to brake, and the Waymo AV test driver transitioned to manual mode and brought the Waymo AV to a stop. A passenger car traveling directly behind the Waymo AV then made contact with the rear of the Waymo AV. The individual riding the scooter was not contacted by the Waymo AV or any other vehicle. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both the Waymo AV and the passenger car sustained damage, and the individual on the motorized scooter left the scene.",No,Jaguar,I-Pace,2021,No,,Ford C-Max,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_1,MINOR,
98,4/3/2023,10:56,AM,"San Francisco, San Francisco","On April 3, 2023 at 10:56 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Jack London Alley at Varney Place.While traveling northwest on Jack London Alley, the Waymo AV came to a stop to yield to an oncoming SUV in a narrow passageway. The SUV proceeded around the Waymo AV and made contact with the left rear sensor housing of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The driver of the SUV stopped briefly but left before sharing their information. The Waymo sustained damage.",Yes,Jaguar,I-Pace,2021,No,,Honda Pilot,2017,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_rear_2,MINOR,
99,3/22/2023,4:29,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling southbound on Polk Street near the intersection with Clay Street. Shortly after passing through the intersection with Clay Street, the Cruise AV made contact with a downed power cable stretching across Polk Street and came to a stop. This caused damage to the Cruise AV’s front fascia. There were no injuries. Cruise was informed by law enforcement to keep the Cruise AV stationary until the power cables were cleared. During the time that the power cable was being cleared and that the Cruise AV was stopped, the Cruise AV ran low on battery power and did not have enough power to return to Cruise facilities on its own. The Cruise AV was therefore towed from the scene once the power cables were cleared.",Yes,Cruise,AV,2022,Yes,,,,No,weather_c_1,"road_conditions_g_1, road_conditions_c_1",lighting_c_1,roadway_b_1,Not specified,"right_front_corner_2, front_bumper, right_front_corner_3, left_front_corner_3, left_front_corner_1",UNK,
100,3/22/2023,3:20,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling southbound on Shafter Avenue between Ingalls Street and Hawes Street. Shortly after the intersection with Ingalls Street, the Cruise AV made contact with a tow dolly attached to the back of a double-parked truck, damaging the front passenger side bumper and front passenger side fender of the Cruise AV. There were no reported injuries.",Yes,Cruise,AV,2023,Yes,,,,No,"weather_c_1, weather_c_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_b_1, roadway_b_2",Not specified,"right_front_corner_2, front_bumper, right_front_corner_3",UNK,
101,3/22/2023,11:30,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling westbound on Turk Boulevard between Roselyn Terrace and Kittredge Terrace. The Cruise AV came to a complete stop for a vehicle in the process of letting passengers out that was stopped in the Cruise AV’s lane of travel. A Smart Car traveling behind the Cruise AV came to a complete stop behind the Cruise AV. A Honda Accord trailing behind the Smart Car began to decelerate but made contact with the Smart Car, pushing the Smart Car forward into the Cruise AV’s rear bumper. The parties exchanged information. There were no damages to the Cruise AV and there were no reported injuries.",Yes,Cruise,AV,2023,Yes,,"Smart Car (""Vehicle 2"")",2019,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,
102,3/21/2023,5:58,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was traveling westbound in the leftmost lane on Sacramento Street between Larkin Street and Polk Street. As the Cruise AV operator attempted to parallel park behind a Hyundai Tucson, the Cruise AV made contact with the Hyundai Tucson. The parties exchanged information. There were no damages to the Cruise AV and there were no reported injuries.",No,Cruise,AV,2022,Yes,,Tucson,2022,No,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_b_1, roadway_b_2",Not specified,Not specified,NONE,
103,3/23/2023,2:46,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling on westbound Haight Street between Ashbury Street and Masonic Avenue.  At the same time, a San Francisco Municipal Railway (“MUNI”) Bus stopped ahead of the Cruise AV. Shortly thereafter, the Cruise AV made contact with the rear bumper of the MUNI Bus, damaging the front fascia and front fender of the Cruise AV. The parties exchanged information. There were no reported injuries and the Cruise AV was towed from the scene. ",Yes,Cruise,AV,2023,Yes,,Bus,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_front_corner_2, front_bumper, right_front_corner_3, left_front_corner_3, right_front_corner_1, left_front_corner_1, left_front_corner_2",UNK,
104,3/21/2023,9:49,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on Clay Street between Hyde Street and Leavenworth Street. Shortly before the intersection with Leavenworth Street, the Cruise AV made contact with a downed power cable on Clay Street and came to a stop. This caused damage to the Cruise AV’s front driver side radar assembly. There were no injuries.",Yes,Cruise,AV,2023,Yes,,,,No,weather_c_1,"road_conditions_g_1, road_conditions_c_1",lighting_c_1,roadway_b_1,Not specified,front_driver_side_1,UNK,
105,3/20/2023,10:43,AM,"Los Angeles, Los Angeles","On March 20, 2023 at 10:43 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving an SUV on Venice Boulevard at La Cienega.The Waymo AV was stopped in the center lane of a three-lane road behind a passenger vehicle for a red light facing southwest on Venice Boulevard at La Cienega in autonomous mode. The light turned green while cross-traffic remained backed up in the intersection. The Waymo AV nudged forward and slowed to a stop, yielding for the blocking cross traffic. A passenger vehicle that had been stopped behind the Waymo AV proceeded forward and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage.",Yes,Jaguar,I-Pace,2021,No,,Honda CR-V,2021,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_1,MINOR,
106,3/20/2023,8:04,AM,"San Francisco, San Francisco","On March 20, 2023 at approximately 8:04 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a pothole on Bayshore Boulevard near Jerrold Avenue. The Waymo AV was traveling in the second lane on a four-lane section of northbound Bayshore Boulevard when the passenger side rear tire made contact with a pothole. The tire began to deflate and the Waymo AV pulled over on a side street. At the time of impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode.",Yes,Jaguar,I-Pace,2021,Yes,,,,No,weather_a_1,road_conditions_a_1,lighting_c_1,roadway_a_1,Not specified,right_rear_passenger_2,MINOR,
